order_id,account_id,bank_to,account_to,amount,k_symbol
34763,A00003631,QR,14763951,3407,Household Payment
34764,A00003632,UV,62396734,2544,Leasing Payment
34765,A00003633,AB,84880846,7037,Household Payment
34766,A00003633,AB,61292290,799, 
34767,A00003634,GH,31865799,4851.1,Leasing Payment
34768,A00003635,KL,61182141,2045,Household Payment
34769,A00003635,MN,61283069,493, 
34770,A00003636,GH,45862406,40,Household Payment
34771,A00003636,IJ,68396133,1731, 
34772,A00003636,EF,19441080,4744,Insurance Payment
34773,A00003637,YZ,98685901,4877,Household Payment
34774,A00003637,ST,57452273,219, 
34775,A00003637,MN,80355101,1169,Loan Payment
34776,A00003638,IJ,81354158,14417,Household Payment
34777,A00003639,OP,74130224,3358,Household Payment
34778,A00003640,AB,21871125,2040,Household Payment
34779,A00003641,KL,67058944,2163,Household Payment
34783,A00003644,IJ,34674823,2304,Household Payment
34784,A00003645,UV,37983209,7021,Household Payment
34785,A00003645,AB,95973336,2651, 
34786,A00003646,AB,43066799,2855,Household Payment
34787,A00003646,IJ,47689282,3182, 
34788,A00003647,OP,97101318,5842,Household Payment
34789,A00003648,YZ,23132455,1812,Household Payment
34790,A00003648,ST,57323801,640, 
34791,A00003648,QR,19181388,17,Insurance Payment
34792,A00003649,WX,57693803,6468,Household Payment
34793,A00003649,ST,17516535,4, 
34794,A00003650,MN,85858434,7858,Household Payment
34795,A00003651,YZ,29599017,2728,Household Payment
34796,A00003652,GH,31254297,3005,Household Payment
34797,A00003653,IJ,41153007,4128,Household Payment
34798,A00003653,ST,80628025,1208, 
34799,A00003654,QR,71955466,6946,Household Payment
34800,A00003655,QR,35052341,2945,Household Payment
34801,A00003655,EF,63581627,2927, 
34802,A00003655,KL,28216910,1124,Insurance Payment
34803,A00003657,AB,71329426,1533,Household Payment
34804,A00003659,WX,60077226,1672,Household Payment
34805,A00003659,AB,66256487,2862, 
34806,A00003659,ST,66483676,2205,Insurance Payment
34807,A00003659,ST,8070820,955, 
34808,A00003661,OP,83624249,3310,Household Payment
34809,A00003663,OP,84084528,7862,Household Payment
34810,A00003664,GH,3468728,5658,Loan Payment
34811,A00003665,OP,36443472,3394.8,Leasing Payment
34812,A00003665,ST,18253863,4351,Household Payment
34813,A00003665,QR,84521090,2465, 
34816,A00003667,GH,41246616,2975,Household Payment
34817,A00003669,WX,63851803,2057,Household Payment
34818,A00003669,AB,20263856,1298, 
34819,A00003669,CD,75799655,2087,Insurance Payment
34820,A00003670,UV,46954530,2961,Household Payment
34821,A00003671,ST,62767541,2777,Household Payment
34822,A00003672,AB,42041498,2388,Household Payment
34823,A00003672,KL,33347761,2957, 
34824,A00003673,MN,41758221,1939,Household Payment
34825,A00003674,EF,94948046,1968.7,Loan Payment
34826,A00003674,EF,25279706,9503,Household Payment
34827,A00003675,YZ,27985441,7824,Household Payment
34828,A00003676,ST,76132893,3319,Household Payment
34829,A00003677,MN,83299553,2283,Household Payment
34831,A00003678,CD,68775540,5269,Loan Payment
34832,A00003679,CD,36547637,3869,Household Payment
34833,A00003679,OP,62108045,5148, 
34834,A00003679,KL,30865085,9268,Loan Payment
34835,A00003680,MN,24556887,1030,Household Payment
34836,A00003680,UV,42364639,2470,Household Payment
34837,A00003681,AB,62512141,7797,Household Payment
34838,A00003682,UV,41079390,2761,Household Payment
34839,A00003683,AB,55347096,3114,Household Payment
34840,A00003684,WX,86708855,3365,Household Payment
34842,A00003686,OP,22078037,2054,Household Payment
34843,A00003687,KL,44689565,5106,Household Payment
34844,A00003689,WX,69802808,4609.9,Leasing Payment
34845,A00003690,MN,84757935,4514,Household Payment
34846,A00003691,AB,56120270,3267,Household Payment
34847,A00003692,ST,73999780,3263,Household Payment
34848,A00003693,GH,36411053,8992,Household Payment
34849,A00003694,OP,90951615,4492,Household Payment
34850,A00003695,EF,65356701,8101,Household Payment
34851,A00003696,KL,77298909,3581,Household Payment
34852,A00003696,YZ,33187008,1133,Leasing Payment
34853,A00003697,GH,99985640,300,Household Payment
34854,A00003697,KL,90743112,5632, 
34855,A00003699,WX,57787090,7085,Household Payment
34856,A00003700,GH,41282796,5230,Household Payment
34857,A00003701,MN,4635501,2844,Household Payment
34858,A00003702,ST,45320862,9650,Household Payment
34859,A00003702,YZ,10236680,418,Leasing Payment
34860,A00003703,QR,89147013,1820,Household Payment
34861,A00003703,GH,25207352,192, 
34862,A00003704,YZ,11861372,3046,Household Payment
34863,A00003706,EF,51997315,4298,Household Payment
34865,A00003709,KL,96639173,5579,Household Payment
34866,A00003709,MN,33267444,1317, 
34867,A00003709,EF,39317482,255,Insurance Payment
34868,A00003709,EF,22020697,474, 
34869,A00003710,CD,59793263,4633,Household Payment
34870,A00003711,CD,24353820,7683.2,Loan Payment
34872,A00003712,CD,80358522,2499,Household Payment
34873,A00003714,WX,44852805,3217,Household Payment
34874,A00003714,AB,69903582,513, 
34875,A00003714,EF,64223658,77,Insurance Payment
34876,A00003714,IJ,5437863,426, 
34877,A00003717,MN,97482406,1558.2,Leasing Payment
34878,A00003717,MN,95008021,10727,Household Payment
34879,A00003718,WX,79798763,2107,Household Payment
34880,A00003719,QR,49360007,3197,Household Payment
34881,A00003720,UV,84661042,2957,Household Payment
34882,A00003721,WX,69870853,2128,Household Payment
34883,A00003721,AB,86966162,132, 
34884,A00003722,QR,71472602,8123,Household Payment
34885,A00003724,YZ,86384850,2597,Loan Payment
34886,A00003725,KL,24855488,7642,Household Payment
34887,A00003726,MN,64175748,6785,Household Payment
34888,A00003726,WX,41449713,2588, 
34889,A00003727,OP,1811063,6598,Household Payment
34890,A00003727,ST,36931669,836, 
34891,A00003727,QR,60296291,1030,Insurance Payment
34892,A00003729,OP,52811223,2941,Household Payment
34893,A00003730,OP,83157652,1944,Household Payment
34894,A00003731,QR,48735064,1974,Household Payment
34895,A00003732,ST,31681299,1668,Household Payment
34896,A00003733,YZ,74489986,11123,Household Payment
34897,A00003735,IJ,95204364,6302,Household Payment
34898,A00003735,GH,60675847,1173, 
34899,A00003736,EF,75976282,3500,Household Payment
34900,A00003737,CD,48756384,3805,Household Payment
34901,A00003737,CD,26807791,29,Household Payment
34902,A00003738,EF,91961931,5750,Household Payment
34906,A00003741,QR,55627053,4228,Household Payment
34907,A00003742,UV,34186905,2969,Household Payment
34908,A00003743,GH,70616876,5478,Household Payment
34909,A00003743,QR,71234905,757,Insurance Payment
34910,A00003743,OP,7009309,390, 
34911,A00003743,ST,40573942,885,Leasing Payment
34915,A00003745,ST,65273123,11469,Household Payment
34916,A00003745,UV,77627140,841, 
34917,A00003746,KL,13736939,4353,Household Payment
34918,A00003746,KL,7049614,556, 
34919,A00003746,YZ,4717898,1333,Leasing Payment
34920,A00003747,IJ,82686203,2389,Household Payment
34921,A00003747,IJ,93115895,1827, 
34922,A00003747,UV,1665688,1500,Insurance Payment
34923,A00003747,MN,80613380,6365,Loan Payment
34924,A00003748,QR,77061086,308,Household Payment
34925,A00003748,EF,10963404,1820, 
34926,A00003749,CD,99050771,3904,Household Payment
34927,A00003750,UV,81509756,7774,Household Payment
34928,A00003751,UV,58641087,110,Household Payment
34929,A00003751,YZ,49654692,3046, 
34930,A00003752,IJ,56390714,3218,Household Payment
34931,A00003752,YZ,34449517,1547,Loan Payment
34932,A00003753,IJ,9330445,1540,Household Payment
34933,A00003754,GH,72773557,2856,Loan Payment
34934,A00003754,YZ,10911417,3976,Household Payment
34935,A00003754,OP,52597421,1184, 
34936,A00003754,MN,55045568,913,Insurance Payment
34937,A00003754,UV,27539909,900, 
34938,A00003755,IJ,221682,2956.1,Leasing Payment
34939,A00003755,YZ,53685873,13500,Household Payment
34940,A00003756,YZ,82284283,9023,Household Payment
34941,A00003757,KL,350499,987,Household Payment
34942,A00003757,ST,43094796,1229, 
34943,A00003757,EF,59959924,803,Insurance Payment
34944,A00003757,OP,41911280,3933, 
34945,A00003758,YZ,62182962,4009,Household Payment
34946,A00003759,AB,45222652,1642,Household Payment
34947,A00003760,YZ,4517555,2947.8,Leasing Payment
34951,A00003763,AB,57082331,3232,Household Payment
34952,A00003763,IJ,55779212,3623, 
34953,A00003764,CD,8085334,2506,Household Payment
34954,A00003765,QR,73058956,617,Household Payment
34955,A00003765,QR,28543275,762, 
34956,A00003765,EF,11630344,691,Insurance Payment
34957,A00003766,CD,36534357,9546,Household Payment
34958,A00003767,ST,48275125,881,Household Payment
34959,A00003767,EF,4828662,3655, 
34960,A00003769,CD,98724436,2050,Household Payment
34961,A00003770,YZ,32996630,9060,Household Payment
34962,A00003771,IJ,77776777,1152,Leasing Payment
34963,A00003772,QR,93521964,7775,Household Payment
34964,A00003773,MN,19248593,3146,Household Payment
34965,A00003774,CD,61108714,5745,Household Payment
34966,A00003774,AB,76028048,2881, 
34967,A00003775,KL,93404399,2448,Household Payment
34968,A00003776,IJ,41931992,4739,Household Payment
34969,A00003776,ST,93457734,2261, 
34970,A00003777,QR,6119949,1039,Household Payment
34971,A00003777,AB,91688686,1007, 
34972,A00003777,YZ,87551414,102,Insurance Payment
34973,A00003778,CD,941700,3035,Household Payment
34974,A00003778,WX,62903511,1515,Leasing Payment
34975,A00003779,CD,38576167,159,Household Payment
34976,A00003779,KL,79480331,853, 
34977,A00003779,ST,6959701,2969,Insurance Payment
34978,A00003780,YZ,29958713,370,Household Payment
34979,A00003780,AB,77057331,1241,Household Payment
34980,A00003781,GH,78370004,7701,Household Payment
34981,A00003782,UV,93482148,553,Household Payment
34982,A00003782,UV,43415004,2790, 
34983,A00003782,AB,96572547,10608,Insurance Payment
34984,A00003783,WX,49779665,3041,Household Payment
34985,A00003784,IJ,70703857,1583,Household Payment
34986,A00003784,GH,35721373,3360, 
34987,A00003785,UV,21385729,6502,Household Payment
34988,A00003787,EF,96782379,4407,Household Payment
34989,A00003787,ST,13449669,1953,Leasing Payment
34990,A00003789,QR,43976020,11244,Household Payment
34991,A00003791,WX,1958173,3682,Household Payment
34992,A00003791,YZ,15558588,3147, 
34993,A00003791,MN,4485118,1033,Insurance Payment
34994,A00003792,OP,13595378,3518,Household Payment
34995,A00003793,YZ,82695603,5706,Household Payment
34996,A00003794,KL,83359801,4536,Household Payment
34997,A00003795,WX,49257469,2419,Household Payment
34998,A00003795,CD,41867381,6679, 
34999,A00003796,QR,12162918,8301,Household Payment
35000,A00003798,MN,51615589,1258,Household Payment
35001,A00003798,MN,28350711,8637, 
35002,A00003799,AB,1355666,4673,Household Payment
35003,A00003799,MN,9053272,1290, 
35004,A00003799,EF,71719521,136,Insurance Payment
35005,A00003799,UV,23728156,213, 
35006,A00003800,AB,68339317,1294,Household Payment
35007,A00003800,OP,90384268,3634, 
35008,A00003802,MN,36424207,3276,Household Payment
35009,A00003803,IJ,73056244,5188,Household Payment
35010,A00003804,KL,84903490,5270.7,Loan Payment
35011,A00003804,WX,32746297,643,Household Payment
35012,A00003804,CD,46665102,4458, 
35013,A00003805,KL,33937186,5908,Household Payment
35014,A00003806,WX,51833760,3216,Household Payment
35015,A00003806,AB,66113912,2478, 
35016,A00003806,ST,6164783,18,Insurance Payment
35017,A00003807,GH,5179399,4828,Household Payment
35018,A00003808,AB,7896417,1966,Household Payment
35019,A00003808,GH,27884578,4767, 
35020,A00003809,WX,10469216,1965,Household Payment
35021,A00003809,OP,52133649,1619, 
35022,A00003809,YZ,9162903,2,Insurance Payment
35023,A00003810,KL,25770914,2862,Household Payment
35024,A00003811,KL,13080460,2515,Household Payment
35025,A00003812,GH,23986679,2125,Household Payment
35026,A00003813,EF,81887119,5645,Household Payment
35027,A00003813,KL,81905740,895, 
35028,A00003813,EF,20648479,333,Insurance Payment
35029,A00003815,QR,94093620,3162.4,Leasing Payment
35030,A00003817,MN,93542521,6529,Household Payment
35031,A00003818,QR,35474443,3596,Household Payment
35032,A00003818,OP,32659602,1474, 
35033,A00003818,CD,34760767,4065,Insurance Payment
35034,A00003819,CD,89256637,7102,Household Payment
35035,A00003820,UV,41454017,8054,Household Payment
35036,A00003822,GH,32954842,11657,Household Payment
35037,A00003824,UV,61468034,6198,Household Payment
35038,A00003826,GH,788856,4518,Household Payment
35039,A00003828,GH,80965399,2010,Household Payment
35044,A00003830,EF,9319293,5498,Household Payment
35046,A00003832,IJ,97227751,160,Household Payment
35047,A00003832,UV,41750305,4176, 
35048,A00003833,MN,68814772,6760,Household Payment
35049,A00003834,KL,49577087,3114,Household Payment
35050,A00003834,YZ,63132923,375, 
35051,A00003834,MN,51878350,3189,Insurance Payment
35052,A00003834,YZ,52872371,262, 
35053,A00003834,WX,34075695,1921,Loan Payment
35054,A00003835,IJ,1018590,6337,Household Payment
35055,A00003835,AB,19860339,1247, 
35056,A00003836,QR,24936366,2676,Household Payment
35057,A00003836,MN,95188617,1011, 
35058,A00003836,YZ,32683402,5308,Insurance Payment
35059,A00003837,YZ,24419355,1377.6,Leasing Payment
35060,A00003839,YZ,94504993,3072.1,Leasing Payment
35061,A00003840,CD,87679588,2559,Household Payment
35062,A00003841,ST,99752336,440,Household Payment
35063,A00003841,MN,55037939,1223,Household Payment
35064,A00003842,ST,627255,2776,Household Payment
35065,A00003844,UV,74524152,2260,Household Payment
35066,A00003845,WX,31715512,8866,Household Payment
35067,A00003846,GH,312638,2016,Household Payment
35068,A00003847,YZ,2573502,5500,Household Payment
35069,A00003847,YZ,83747803,7, 
35070,A00003847,QR,36324137,883,Insurance Payment
35071,A00003848,YZ,42658120,7241,Household Payment
35072,A00003849,IJ,72727924,4447,Household Payment
35073,A00003850,IJ,3844541,2037,Household Payment
35074,A00003850,CD,34453201,5120, 
35075,A00003851,MN,52305114,1294,Household Payment
35076,A00003851,KL,91988861,9505, 
35077,A00003852,CD,38480061,220,Household Payment
35078,A00003852,CD,24416232,3144,Household Payment
35080,A00003854,QR,36950737,1290,Household Payment
35081,A00003854,OP,59714329,930, 
35082,A00003855,ST,32587927,950,Household Payment
35083,A00003855,IJ,38085216,5578, 
35084,A00003855,MN,78167867,795,Insurance Payment
35085,A00003856,UV,91998385,2280,Household Payment
35086,A00003857,ST,18218005,2183,Household Payment
35087,A00003859,WX,17110729,5120.2,Loan Payment
35088,A00003860,AB,27327156,1248.5,Leasing Payment
35089,A00003860,ST,88340824,8323,Household Payment
35090,A00003861,EF,32061487,4227,Household Payment
35091,A00003862,MN,12050682,2080.8,Loan Payment
35092,A00003862,UV,37094020,3508,Household Payment
35093,A00003862,YZ,17165685,7824, 
35094,A00003863,QR,88157391,8504,Household Payment
35095,A00003864,KL,59408056,347,Household Payment
35096,A00003864,GH,67975002,5960, 
35097,A00003864,GH,15961814,511,Insurance Payment
35098,A00003864,QR,75671767,1419, 
35099,A00003865,OP,62146550,5947,Household Payment
35100,A00003867,AB,21799749,5476,Household Payment
35101,A00003868,CD,47142148,3259,Household Payment
35102,A00003869,GH,43038785,1248.5,Leasing Payment
35103,A00003869,UV,88817554,6360,Household Payment
35104,A00003870,AB,91396879,3673,Household Payment
35105,A00003871,UV,55483001,153,Household Payment
35106,A00003871,AB,64580011,1505,Household Payment
35107,A00003872,UV,37346983,2502.2,Loan Payment
35108,A00003872,GH,39719027,1691,Household Payment
35109,A00003872,QR,66648661,923, 
35110,A00003872,KL,84313565,5301,Insurance Payment
35111,A00003872,MN,8770090,2908, 
35115,A00003874,CD,51856213,5861,Household Payment
35116,A00003875,IJ,93942355,6413.7,Loan Payment
35117,A00003876,UV,60230421,12056,Household Payment
35118,A00003877,QR,32653641,3711,Household Payment
35119,A00003878,OP,23655247,216,Household Payment
35120,A00003878,YZ,38488340,1648, 
35121,A00003878,YZ,35417062,70,Insurance Payment
35126,A00003880,CD,74985646,1942,Household Payment
35127,A00003881,EF,91738003,1319,Household Payment
35128,A00003881,IJ,58912730,3188, 
35129,A00003882,KL,49302369,1608,Household Payment
35130,A00003882,QR,87316327,379, 
35131,A00003882,ST,72013407,77,Insurance Payment
35132,A00003882,IJ,12070072,100, 
35133,A00003884,YZ,5279612,5011,Household Payment
35134,A00003885,GH,4249543,1176,Leasing Payment
35135,A00003887,MN,51578915,2013,Household Payment
35136,A00003889,KL,70547342,173,Household Payment
35137,A00003889,GH,94921665,1767, 
35138,A00003890,MN,11023718,5467,Household Payment
35139,A00003891,GH,80522375,3172,Household Payment
35140,A00003892,GH,29015290,2238,Household Payment
35141,A00003893,QR,80644279,1501,Household Payment
35142,A00003893,MN,44051182,1534, 
35143,A00003894,OP,98407303,2745,Household Payment
35144,A00003894,YZ,15127009,621,Household Payment
35145,A00003895,OP,23516989,4414,Household Payment
35146,A00003896,EF,45272469,2602,Household Payment
35147,A00003896,MN,53936433,1642, 
35148,A00003897,MN,68786066,5350,Household Payment
35149,A00003898,WX,33097869,2650,Household Payment
35150,A00003899,IJ,84541290,3069,Household Payment
35153,A00003901,GH,92254411,932,Leasing Payment
35154,A00003902,WX,38989275,1016,Household Payment
35155,A00003902,ST,77708458,5419, 
35156,A00003903,CD,41765970,6583,Household Payment
35157,A00003904,UV,63099199,2075,Household Payment
35158,A00003905,YZ,45596945,7689,Household Payment
35159,A00003906,EF,96055197,5577.3,Loan Payment
35160,A00003907,CD,56403291,5577.3,Loan Payment
35161,A00003908,KL,49593687,1630,Household Payment
35162,A00003908,QR,26197701,1008,Household Payment
35163,A00003909,YZ,4480547,8279,Household Payment
35164,A00003909,QR,5039710,713, 
35165,A00003909,YZ,73936581,617,Insurance Payment
35166,A00003910,YZ,79231428,2673,Household Payment
35167,A00003911,EF,83345818,1946,Household Payment
35168,A00003912,UV,99253552,1177,Household Payment
35169,A00003912,KL,95519256,1551,Household Payment
35170,A00003913,OP,66400325,7333,Household Payment
35171,A00003914,AB,39802485,6118,Household Payment
35172,A00003915,GH,25808733,9510,Household Payment
35173,A00003916,EF,91283201,2693.7,Loan Payment
35174,A00003916,UV,38921874,10900,Household Payment
35175,A00003916,UV,51592075,1078, 
35176,A00003916,AB,23392904,2570,Insurance Payment
35177,A00003917,CD,89179288,2362,Household Payment
35178,A00003917,QR,63465010,2833, 
35179,A00003917,YZ,75628006,789,Insurance Payment
35180,A00003917,OP,9782308,272, 
35181,A00003918,ST,11387104,4865,Household Payment
35182,A00003919,KL,81950729,3521,Household Payment
35183,A00003922,MN,27645427,2953,Household Payment
35184,A00003923,ST,4434031,5037,Household Payment
35185,A00003924,KL,47621411,3093,Household Payment
35186,A00003925,WX,61645322,4256,Household Payment
35187,A00003925,OP,25474483,2247, 
35188,A00003926,IJ,55667674,2232,Household Payment
35189,A00003927,CD,14631736,1926,Household Payment
35190,A00003927,YZ,35319298,1400, 
35196,A00003930,YZ,79120719,9101,Household Payment
35197,A00003932,UV,38860297,1593,Household Payment
35198,A00003933,YZ,1246595,1616.2,Leasing Payment
35199,A00003934,MN,96072834,2396,Household Payment
35200,A00003935,WX,62539005,1184,Leasing Payment
35201,A00003935,MN,30181229,2648,Household Payment
35202,A00003935,GH,11549193,5908, 
35203,A00003935,YZ,3849626,652,Insurance Payment
35204,A00003935,MN,46342325,1070, 
35205,A00003936,CD,59733676,1859,Household Payment
35206,A00003936,ST,98634075,127, 
35207,A00003936,AB,8674580,432,Insurance Payment
35208,A00003937,KL,92072844,3385,Household Payment
35209,A00003938,CD,83267962,3869,Household Payment
35210,A00003939,MN,57331061,5177,Household Payment
35211,A00003941,MN,7649010,1510,Household Payment
35212,A00003941,WX,13397574,599, 
35213,A00003942,YZ,11209202,2982.5,Loan Payment
35214,A00003942,ST,34098577,13428,Household Payment
35215,A00003943,YZ,50228506,1942,Household Payment
35216,A00003944,QR,78422194,1165,Household Payment
35217,A00003944,EF,65107047,3338, 
35218,A00003946,GH,72052663,4832,Household Payment
35219,A00003946,AB,14122963,4607, 
35220,A00003947,CD,13642275,2469,Household Payment
35221,A00003947,YZ,94871657,619, 
35222,A00003948,YZ,3428841,314,Household Payment
35223,A00003948,EF,58645462,2780, 
35224,A00003948,YZ,3555155,1969,Insurance Payment
35225,A00003948,EF,3710729,210, 
35226,A00003950,EF,8577830,6955,Household Payment
35227,A00003950,WX,71886944,1185,Leasing Payment
35228,A00003951,OP,7565194,7284,Loan Payment
35229,A00003952,GH,72330528,367,Household Payment
35230,A00003952,GH,22428715,1138,Household Payment
35231,A00003953,AB,85838764,5297.7,Loan Payment
35232,A00003954,MN,77104884,2014,Household Payment
35233,A00003955,EF,9654927,4129,Household Payment
35234,A00003955,GH,24978786,997, 
35235,A00003956,ST,20439923,6035,Household Payment
35236,A00003956,IJ,23786348,892, 
35237,A00003959,AB,40621632,1680.6,Leasing Payment
35238,A00003960,CD,74252974,3204,Household Payment
35239,A00003961,AB,38375651,2309,Household Payment
35240,A00003963,IJ,27212840,3477,Household Payment
35241,A00003963,WX,88884788,95, 
35242,A00003963,EF,42651188,70,Insurance Payment
35243,A00003964,UV,49043488,2146,Household Payment
35244,A00003966,IJ,59096312,1754,Household Payment
35245,A00003967,AB,28307140,2349.5,Loan Payment
35246,A00003969,QR,24362379,4299,Household Payment
35247,A00003970,ST,15046972,8957,Household Payment
35248,A00003971,KL,30010575,9510,Household Payment
35249,A00003971,UV,54464662,1026, 
35250,A00003971,WX,30132991,857,Insurance Payment
35251,A00003971,MN,55104500,402, 
35252,A00003972,GH,4039895,7012,Household Payment
35253,A00003972,AB,33554858,2012, 
35254,A00003973,IJ,58564495,6941,Household Payment
35255,A00003974,QR,35360241,4670,Household Payment
35256,A00003975,YZ,22444594,2269,Household Payment
35257,A00003976,ST,59522145,967,Household Payment
35258,A00003976,ST,8696937,1447,Household Payment
35259,A00003977,ST,51005125,2974,Household Payment
35260,A00003978,WX,59417921,3616,Household Payment
35261,A00003978,UV,2867442,692, 
35262,A00003978,QR,18854892,1997,Insurance Payment
35263,A00003979,WX,51212304,6256,Household Payment
35264,A00003980,ST,74249100,1367,Household Payment
35265,A00003980,QR,32205635,2264, 
35266,A00003981,AB,83879112,1383,Household Payment
35267,A00003981,EF,20137071,336, 
35268,A00003981,MN,9709912,545,Insurance Payment
35269,A00003982,OP,15246630,2153,Household Payment
35270,A00003984,AB,94890266,1803,Household Payment
35271,A00003985,GH,17921477,2007,Household Payment
35272,A00003986,AB,78493797,3960,Household Payment
35273,A00003986,WX,87679379,2649, 
35274,A00003987,WX,32697832,4992,Household Payment
35275,A00003987,QR,86586814,1526,Leasing Payment
35276,A00003989,CD,242722,2097,Household Payment
35277,A00003990,YZ,18163431,10312,Household Payment
35278,A00003991,IJ,95958947,1937,Household Payment
35279,A00003992,ST,15884882,6738,Household Payment
35280,A00003993,ST,54010170,7616,Household Payment
35281,A00003995,KL,10419178,3601,Household Payment
35282,A00003995,UV,18222165,415, 
35283,A00003995,YZ,70030551,983,Insurance Payment
35284,A00003996,YZ,29565316,1511,Household Payment
35285,A00003998,QR,26202184,2364,Household Payment
35286,A00003998,KL,25096166,1519, 
35287,A00003999,IJ,35235697,4806,Household Payment
35288,A00003999,AB,48404151,2332, 
35289,A00003999,KL,77352034,563,Insurance Payment
35291,A00004003,OP,382733,3815.5,Leasing Payment
35292,A00004003,YZ,76160329,3786,Household Payment
35297,A00004010,ST,6746900,5948,Household Payment
35298,A00004010,MN,19982749,1824,Leasing Payment
35303,A00004013,MN,22217119,1003,Leasing Payment
35304,A00004013,EF,83890586,6686,Household Payment
35317,A00004026,ST,76516663,2620.4,Leasing Payment
35318,A00004026,IJ,95854043,2618,Household Payment
35319,A00004026,QR,60125994,9711, 
35334,A00004033,MN,70536905,1494,Household Payment
35335,A00004033,OP,86237394,2808, 
35336,A00004033,OP,46252030,1756,Loan Payment
35352,A00004047,MN,39103245,2988,Leasing Payment
35364,A00004052,IJ,25790983,2948,Loan Payment
35372,A00004059,WX,58010673,5652,Loan Payment
35381,A00004066,YZ,54565942,3224.5,Leasing Payment
35382,A00004066,CD,35107851,6893,Household Payment
35383,A00004066,WX,20153117,7246, 
35391,A00004071,EF,53343808,1078,Leasing Payment
35392,A00004071,WX,88639789,10272,Household Payment
35402,A00004079,WX,16481298,3312,Loan Payment
35403,A00004079,AB,19063937,5009,Household Payment
35404,A00004079,QR,7362539,218, 
35405,A00004079,ST,81205659,321,Insurance Payment
35409,A00004081,YZ,22211885,5746,Loan Payment
35417,A00004088,UV,18712330,4235.7,Leasing Payment
35418,A00004088,YZ,76793396,3315,Household Payment
35419,A00004088,KL,26589399,337, 
35420,A00004088,WX,65632182,3,Insurance Payment
35422,A00004091,YZ,45072424,4247,Household Payment
35423,A00004091,ST,12956852,185, 
35424,A00004091,CD,73299705,907,Leasing Payment
35433,A00004099,AB,31954735,1926,Household Payment
35434,A00004099,IJ,40898221,403, 
35435,A00004099,QR,6660080,1298,Insurance Payment
35436,A00004099,GH,75250422,872,Loan Payment
35462,A00004116,MN,92376952,4200.2,Loan Payment
35463,A00004116,IJ,69320016,14448,Household Payment
35472,A00004127,CD,6366193,4200.2,Loan Payment
35473,A00004127,QR,34589725,11105,Household Payment
35474,A00004127,GH,77216887,221, 
35475,A00004127,QR,28738975,69,Insurance Payment
35478,A00004131,YZ,77345645,2520.1,Leasing Payment
35479,A00004131,OP,66005611,974,Household Payment
35480,A00004131,UV,18379521,4696, 
35482,A00004134,OP,98212933,1171,Leasing Payment
35483,A00004134,WX,37454885,5932,Household Payment
35493,A00004143,OP,86283540,1896,Leasing Payment
35494,A00004144,QR,13202494,5915.7,Loan Payment
35495,A00004144,WX,44854801,8753,Household Payment
35503,A00004150,ST,41463971,3006,Household Payment
35504,A00004150,WX,91151189,1669, 
35505,A00004150,QR,82856064,75,Insurance Payment
35506,A00004150,CD,57309913,1273,Leasing Payment
35532,A00004171,WX,22916323,2611.8,Leasing Payment
35533,A00004171,GH,90027188,14336,Household Payment
35557,A00004186,EF,54694455,7028,Household Payment
35558,A00004186,UV,72907602,894,Leasing Payment
35565,A00004190,QR,51522499,2901,Household Payment
35566,A00004190,MN,24471074,1100, 
35567,A00004190,IJ,72617375,1242,Insurance Payment
35568,A00004190,QR,57476657,6763,Loan Payment
35639,A00004237,GH,65168309,1960.5,Leasing Payment
35649,A00004245,CD,5514008,4534,Household Payment
35650,A00004245,OP,46815562,1663,Leasing Payment
35663,A00004253,UV,53549736,4125.2,Leasing Payment
35664,A00004253,WX,66295969,7344,Household Payment
35668,A00004259,ST,4058731,3318,Loan Payment
35669,A00004259,CD,73520475,9516,Household Payment
35670,A00004259,AB,40486842,2255, 
35671,A00004260,EF,42941677,4075.5,Loan Payment
35672,A00004260,OP,18079054,12006,Household Payment
35680,A00004266,MN,21157777,9098,Household Payment
35681,A00004266,QR,92455988,507,Leasing Payment
35683,A00004268,IJ,24499589,6646,Household Payment
35684,A00004268,AB,28338015,3499,Loan Payment
35690,A00004273,QR,39798104,2895.2,Leasing Payment
35691,A00004273,UV,91834884,9909,Household Payment
35695,A00004276,IJ,57985192,2895.2,Leasing Payment
35718,A00004293,GH,89613037,4561,Loan Payment
35719,A00004293,IJ,75312357,4797,Household Payment
35737,A00004309,UV,97354483,4825.3,Loan Payment
35748,A00004318,YZ,59831583,4609.6,Leasing Payment
35749,A00004318,KL,13522321,13396,Household Payment
35752,A00004320,GH,15082747,4280,Loan Payment
35763,A00004330,KL,9958225,4609.6,Leasing Payment
35764,A00004330,CD,5012721,4140,Household Payment
35765,A00004330,OP,83009093,1786, 
35767,A00004332,WX,43657523,4609.6,Leasing Payment
35768,A00004332,GH,21178984,7885,Household Payment
35772,A00004336,CD,16882026,4556,Leasing Payment
35773,A00004336,WX,30210501,8316,Household Payment
35774,A00004337,IJ,15837014,2142,Loan Payment
35781,A00004342,AB,4569364,4172,Loan Payment
35782,A00004342,KL,52346587,6135,Household Payment
35785,A00004346,EF,11365098,2329,Leasing Payment
35786,A00004346,KL,97406702,5389,Household Payment
35787,A00004346,AB,19900185,3067, 
35791,A00004352,EF,6195903,3710,Household Payment
35792,A00004352,MN,5816001,506,Leasing Payment
